,plate,state,license_type,summons_number,issue_date,violation_time,violation,judgment_entry_date,fine_amount,penalty_amount,interest_amount,reduction_amount,payment_amount,amount_due,precinct,county,issuing_agency,violation_status,summons_image
760,120ADJ,NY,RGL,8564500814,05/09/2017,01:47P,INSP. STICKER-EXPIRED/MISSING,,65.0,10.0,0.0,0.0,75.0,0.0,103.0,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rNUVWWGROUkdkNFRrRTlQUT09&locationName=_____________________)
761,T658782C,NY,OMT,8604065842,11/15/2017,12:45P,FAIL TO DSPLY MUNI METER RECPT,,35.0,0.0,0.0,35.0,0.0,0.0,114.0,Q,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNUVRVEpPVkdjd1RXYzlQUT09&locationName=_____________________)
762,M52EWK,NJ,PAS,8604256076,11/28/2017,09:18A,NO PARKING-STREET CLEANING,,45.0,0.0,0.0,0.0,45.0,0.0,48.0,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNUVTVEZPYWtFelRtYzlQUT09&locationName=_____________________)
763,HET1568,NY,PAS,8604407029,11/28/2017,05:27P,FAIL TO DSPLY MUNI METER RECPT,,35.0,0.0,0.0,35.0,0.0,0.0,52.0,BX,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNUVVWGRPZWtGNVQxRTlQUT09&locationName=_____________________)
764,HVW1085,NY,PAS,8604068600,11/25/2017,02:58P,NO PARKING-EXC. AUTH. VEHICLE,,60.0,0.0,0.0,0.0,60.0,0.0,109.0,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNUVRVEpQUkZsM1RVRTlQUT09&locationName=_____________________)
765,HTY1096,NY,PAS,8604157128,11/03/2017,12:29P,DOUBLE PARKING,,115.0,0.0,0.0,0.0,115.0,0.0,46.0,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNUVSVEZPZWtWNVQwRTlQUT09&locationName=_____________________)
766,GGS9195,NY,PAS,8604158029,11/08/2017,10:49A,FIRE HYDRANT,,115.0,0.0,0.0,0.0,115.0,0.0,44.0,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNUVSVEZQUkVGNVQxRTlQUT09&locationName=_____________________)
767,72343ME,NY,COM,8604158030,11/08/2017,10:56A,DOUBLE PARKING,,115.0,0.0,0.0,115.0,0.0,0.0,44.0,BX,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNUVSVEZQUkVGNlRVRTlQUT09&locationName=_____________________)
768,44550MK,NY,COM,8604202924,10/14/2017,11:34A,NO STANDING-DAY/TIME LIMITS,,115.0,0.0,0.0,23.0,92.0,0.0,48.0,BX,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNUVTWGROYW10NVRrRTlQUT09&locationName=_____________________)
769,B991BR,NY,PAS,8604254092,11/09/2017,11:36A,NO PARKING-EXC. AUTH. VEHICLE,,60.0,0.0,0.0,0.0,60.0,0.0,46.0,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNUVTVEZPUkVFMVRXYzlQUT09&locationName=_____________________)
770,HKZ2268,NY,PAS,8604357348,11/03/2017,08:22A,NO PARKING-STREET CLEANING,,45.0,0.0,0.0,0.0,45.0,0.0,52.0,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNUVUVEZPZWswd1QwRTlQUT09&locationName=_____________________)
771,93496JT,NY,COM,8604358663,11/10/2017,11:52A,NO STANDING-DAY/TIME LIMITS,,115.0,0.0,0.0,23.0,92.0,0.0,40.0,BX,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNUVUVEZQUkZreVRYYzlQUT09&locationName=_____________________)
772,HSK3668,NY,OMS,8604160632,12/01/2017,12:46P,FAIL TO DSPLY MUNI METER RECPT,,35.0,0.0,0.0,35.0,0.0,0.0,46.0,BX,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNUVSVEpOUkZsNlRXYzlQUT09&locationName=_____________________)
773,Z28GPM,NJ,PAS,8528959557,04/19/2017,05:03P,EXPIRED MUNI METER,,35.0,30.0,0.0,0.0,65.0,0.0,41.0,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVOUVhekZQVkZVeFRuYzlQUT09&locationName=_____________________)
774,EWV9030,NY,PAS,7423433822,03/05/2010,,,,,,,,,,,,,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wUmVVMTZVWHBOZW1kNVRXYzlQUT09&locationName=_____________________)
775,GNS8885,NY,PAS,8538510794,04/28/2017,11:36A,NO PARKING-STREET CLEANING,,45.0,0.0,0.0,0.0,45.0,0.0,94.0,K,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVrOUVWWGhOUkdNMVRrRTlQUT09&locationName=_____________________)
776,HMJ5350,NY,OMS,8538510850,04/28/2017,11:56A,NO PARKING-STREET CLEANING,,45.0,10.0,0.0,0.0,55.0,0.0,94.0,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVrOUVWWGhOUkdjeFRVRTlQUT09&locationName=_____________________)
777,968019R,NJ,PAS,8946365031,04/12/2021,,,,,,,,,,,,,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FNXFUVEpPVkVGNlRWRTlQUT09&locationName=_____________________)
778,ETG2612,NY,PAS,8564500954,05/10/2017,01:38P,FRONT OR BACK PLATE MISSING,,65.0,10.0,0.0,75.0,0.0,0.0,113.0,Q,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rNUVWWGROUkdzeFRrRTlQUT09&locationName=_____________________)
779,AMX7859,NY,PAS,8604360281,11/18/2017,11:16A,FAIL TO DSPLY MUNI METER RECPT,,35.0,0.0,0.0,35.0,0.0,0.0,48.0,BX,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNUVUVEpOUkVrMFRWRTlQUT09&locationName=_____________________)
780,T636308C,NY,OMT,8604456508,11/15/2017,09:03A,OBSTRUCTING TRAFFIC/INTERSECT,,115.0,0.0,0.0,0.0,115.0,0.0,52.0,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNUVVVEZPYWxWM1QwRTlQUT09&locationName=_____________________)
781,60351JR,NY,COM,8604506913,11/09/2017,03:12P,FAIL TO DSPLY MUNI METER RECPT,,35.0,0.0,0.0,15.0,20.0,0.0,46.0,BX,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNUVWWGRPYW10NFRYYzlQUT09&locationName=_____________________)
782,16169MC,NY,COM,8604552625,10/12/2017,01:43P,FAIL TO DSPLY MUNI METER RECPT,,35.0,0.0,0.0,15.0,20.0,0.0,79.0,K,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNUVWVEZOYWxsNVRsRTlQUT09&locationName=_____________________)
783,60434MD,NY,COM,8604557155,11/07/2017,03:19P,NO STANDING-BUS STOP,,115.0,0.0,0.0,10.0,105.0,0.0,77.0,K,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNUVWVEZPZWtVeFRsRTlQUT09&locationName=_____________________)
784,41974JX,NY,COM,8604557258,11/08/2017,01:36P,NO STANDING-DAY/TIME LIMITS,,115.0,0.0,0.0,23.0,92.0,0.0,94.0,K,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNUVWVEZPZWtreFQwRTlQUT09&locationName=_____________________)
785,HGG9862,NY,PAS,8604662224,11/22/2017,02:49P,PEDESTRIAN RAMP,,165.0,0.0,0.0,0.0,165.0,0.0,52.0,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNUVXVEpOYWtsNVRrRTlQUT09&locationName=_____________________)
786,HFB3782,NY,PAS,8604750162,09/30/2017,07:52A,FIRE HYDRANT,,115.0,10.0,0.0,0.0,125.0,0.0,62.0,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNUVZekZOUkVVeVRXYzlQUT09&locationName=_____________________)
787,HMX5422,NY,PAS,8604769201,11/28/2017,09:29A,NO PARKING-STREET CLEANING,,45.0,0.0,0.0,0.0,45.0,0.0,60.0,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNUVZekpQVkVsM1RWRTlQUT09&locationName=_____________________)
788,T741867C,NY,OMT,8604769249,11/28/2017,09:44A,NO PARKING-STREET CLEANING,,45.0,0.0,0.0,0.0,45.0,0.0,60.0,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNUVZekpQVkVrd1QxRTlQUT09&locationName=_____________________)
789,FPN5801,NY,PAS,8604769298,11/28/2017,11:40A,NO PARKING-STREET CLEANING,,45.0,0.0,0.0,0.0,45.0,0.0,60.0,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNUVZekpQVkVrMVQwRTlQUT09&locationName=_____________________)
790,HNC4817,NY,PAS,8604766182,11/15/2017,07:49A,NO PARKING-STREET CLEANING,,45.0,0.0,0.0,0.0,45.0,0.0,78.0,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNUVZekpPYWtVMFRXYzlQUT09&locationName=_____________________)
791,HCV2754,NY,PAS,8604855397,10/29/2017,11:34A,NO PARKING-DAY/TIME LIMITS,,60.0,10.0,0.0,10.0,60.0,0.0,115.0,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNUVaekZPVkUwMVRuYzlQUT09&locationName=_____________________)
792,HSH4587,NY,PAS,8604955458,10/14/2017,00:29A,FRONT OR BACK PLATE MISSING,,65.0,10.0,0.0,0.0,75.0,0.0,68.0,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNUVhekZPVkZFeFQwRTlQUT09&locationName=_____________________)
793,65962MJ,NY,COM,8604968970,11/09/2017,10:19P,NGHT PKG ON RESID STR-COMM VEH,,65.0,0.0,0.0,0.0,65.0,0.0,61.0,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNUVhekpQUkdzelRVRTlQUT09&locationName=_____________________)
794,GFG1429,NY,PAS,8578869813,04/24/2018,03:15P,INSP STICKER-MUTILATED/C'FEIT,,65.0,60.0,0.0,125.0,0.0,0.0,77.0,K,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk0wOUVaekpQVkdkNFRYYzlQUT09&locationName=_____________________)
795,EVC4753,NY,PAS,7423434590,03/16/2010,,,,,,,,,,,,,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wUmVVMTZVWHBPUkZVMVRVRTlQUT09&locationName=_____________________)
796,GYP6216,NY,PAS,8478954958,01/05/2017,03:30P,FAIL TO DSPLY MUNI METER RECPT,04/27/2017,65.0,60.0,0.62,0.0,125.62,0.0,14.0,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk0wOUVhekZPUkdzeFQwRTlQUT09&locationName=_____________________)
797,GTL2387,NY,PAS,8564501030,05/11/2017,01:06P,NO PARKING-STREET CLEANING,,45.0,10.0,0.0,0.0,55.0,0.0,102.0,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rNUVWWGROVkVGNlRVRTlQUT09&locationName=_____________________)
798,38849MD,NY,COM,8478955070,01/06/2017,12:23P,FAIL TO DSPLY MUNI METER RECPT,,65.0,30.0,0.0,95.0,0.0,0.0,13.0,NY,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk0wOUVhekZPVkVFelRVRTlQUT09&locationName=_____________________)
799,HEE6699,NY,PAS,8564501260,05/12/2017,02:39P,NO STANDING-DAY/TIME LIMITS,,115.0,10.0,0.0,0.0,125.0,0.0,105.0,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rNUVWWGROVkVreVRVRTlQUT09&locationName=_____________________)
800,XMP5482,VA,PAS,1427798552,10/31/2017,,,,,,,,,,,,,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUmVVNTZZelZQUkZVeFRXYzlQUT09&locationName=_____________________)
801,OA2814,NY,SRF,8604969007,11/09/2017,11:09P,NO PARKING-DAY/TIME LIMITS,,60.0,0.0,0.0,0.0,60.0,0.0,63.0,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNUVhekpQVkVGM1RuYzlQUT09&locationName=_____________________)
802,16094MC,NY,COM,8605001045,10/06/2017,10:15A,FAIL TO DSPLY MUNI METER RECPT,,35.0,0.0,0.0,15.0,20.0,0.0,114.0,Q,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNVVRWGROVkVFd1RsRTlQUT09&locationName=_____________________)
803,47579PC,NY,IRP,8605001720,10/10/2017,01:02P,NO STANDING-DAY/TIME LIMITS,,115.0,0.0,0.0,23.0,92.0,0.0,115.0,Q,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNVVRWGROVkdONVRVRTlQUT09&locationName=_____________________)
804,631678,NY,PAS,8605007928,11/03/2017,11:41A,NO PARKING-DAY/TIME LIMITS,,60.0,0.0,0.0,0.0,60.0,0.0,110.0,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNVVRWGRPZW10NVQwRTlQUT09&locationName=_____________________)
805,FYX8025,NY,PAS,8605008076,11/05/2017,10:29A,INSP. STICKER-EXPIRED/MISSING,,65.0,0.0,0.0,0.0,65.0,0.0,109.0,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNVVRWGRQUkVFelRtYzlQUT09&locationName=_____________________)
806,HAB3380,NY,PAS,8605008441,11/06/2017,10:30A,NO PARKING-EXC. AUTH. VEHICLE,,60.0,0.0,0.0,0.0,60.0,0.0,114.0,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNVVRWGRQUkZFd1RWRTlQUT09&locationName=_____________________)
807,CF1706,NJ,PAS,8605008696,11/08/2017,10:46A,FIRE HYDRANT,,115.0,0.0,0.0,0.0,115.0,0.0,110.0,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNVVRWGRQUkZrMVRtYzlQUT09&locationName=_____________________)
808,88356JX,NY,COM,8605008702,11/08/2017,10:50A,FIRE HYDRANT,,115.0,0.0,0.0,10.0,105.0,0.0,110.0,Q,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNVVRWGRQUkdOM1RXYzlQUT09&locationName=_____________________)
809,51970JS,NY,COM,8605008817,11/10/2017,10:09A,FAIL TO DSPLY MUNI METER RECPT,,35.0,0.0,0.0,15.0,20.0,0.0,110.0,Q,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNVVRWGRQUkdkNFRuYzlQUT09&locationName=_____________________)
810,88356JX,NY,COM,8605008878,11/10/2017,12:15P,NO STANDING-DAY/TIME LIMITS,,115.0,0.0,0.0,23.0,92.0,0.0,110.0,Q,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNVVRWGRQUkdjelQwRTlQUT09&locationName=_____________________)
811,89962JV,NY,COM,8605050950,10/06/2017,09:33A,NO STANDING-DAY/TIME LIMITS,,115.0,0.0,0.0,23.0,92.0,0.0,109.0,Q,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNVVRVEZOUkdzeFRVRTlQUT09&locationName=_____________________)
812,72347MA,NY,COM,8605050986,10/06/2017,10:35A,FAIL TO DSPLY MUNI METER RECPT,,35.0,0.0,0.0,15.0,20.0,0.0,109.0,Q,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNVVRVEZOUkdzMFRtYzlQUT09&locationName=_____________________)
813,AN48390,CT,PAS,8544374499,06/21/2018,08:40A,NO PARKING-STREET CLEANING,,45.0,30.0,0.0,0.0,75.0,0.0,62.0,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1FNUVUVE5PUkZFMVQxRTlQUT09&locationName=_____________________)
814,551WBZ,CT,PAS,7423434693,03/16/2010,,,,,,,,,,,,,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wUmVVMTZVWHBPUkZrMVRYYzlQUT09&locationName=_____________________)
815,GCP7953,NY,PAS,8035169154,05/18/2015,12:08P,NO PARKING-STREET CLEANING,09/03/2015,45.0,60.0,19.54,0.0,124.54,0.0,83.0,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSQmVrNVVSVEpQVkVVeFRrRTlQUT09&locationName=_____________________)
816,GUW4847,NY,PAS,8528961370,05/01/2017,12:43P,INSP. STICKER-EXPIRED/MISSING,,65.0,30.0,0.0,0.0,95.0,0.0,49.0,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVOUVhekpOVkUwelRVRTlQUT09&locationName=_____________________)
817,EXT4563,NY,PAS,7423434826,03/17/2010,,,,,,,,,,,,,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wUmVVMTZVWHBPUkdkNVRtYzlQUT09&locationName=_____________________)
818,HFD3987,NY,PAS,8564501879,05/16/2017,02:38P,INSP. STICKER-EXPIRED/MISSING,,65.0,10.0,0.0,0.0,75.0,0.0,100.0,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rNUVWWGROVkdjelQxRTlQUT09&locationName=_____________________)
819,12994JU,NY,COM,1463180779,10/15/2019,11:30A,NO STANDING-BUS STOP,,115.0,0.0,0.0,15.0,100.0,0.0,14.0,NY,POLICE DEPARTMENT,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk1rMTZSVFJOUkdNelQxRTlQUT09&locationName=_____________________)
820,HXF5005,NY,PAS,4677951822,02/05/2020,09:52A,PHTO SCHOOL ZN SPEED VIOLATION,,50.0,0.0,0.0,0.0,50.0,0.0,0.0,BK,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk0wNTZhekZOVkdkNVRXYzlQUT09&locationName=_____________________)
821,14856MB,NY,COM,8605051048,10/06/2017,11:34A,FAIL TO DSPLY MUNI METER RECPT,,35.0,0.0,0.0,15.0,20.0,0.0,109.0,Q,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNVVRVEZOVkVFd1QwRTlQUT09&locationName=_____________________)
822,91865MJ,NY,COM,8605052612,10/13/2017,09:22A,FAIL TO DSPLY MUNI METER RECPT,,35.0,0.0,0.0,15.0,20.0,0.0,109.0,Q,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNVVRVEZOYWxsNFRXYzlQUT09&locationName=_____________________)
823,16428ME,NY,COM,8605052624,10/13/2017,09:40A,FAIL TO DSPLY MUNI METER RECPT,,35.0,0.0,0.0,15.0,20.0,0.0,109.0,Q,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNVVRVEZOYWxsNVRrRTlQUT09&locationName=_____________________)
824,12625JY,NY,COM,8605053240,10/17/2017,08:35A,FAIL TO DSPLY MUNI METER RECPT,,35.0,0.0,0.0,15.0,20.0,0.0,110.0,Q,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNVVRVEZOZWtrd1RVRTlQUT09&locationName=_____________________)
825,HNV3703,NY,PAS,8605055030,10/26/2017,09:18A,FAIL TO DSPLY MUNI METER RECPT,,35.0,10.0,0.0,10.0,35.0,0.0,108.0,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNVVRVEZPVkVGNlRVRTlQUT09&locationName=_____________________)
826,12855JY,NY,COM,8605055066,10/26/2017,09:40A,FAIL TO DSPLY MUNI METER RECPT,,35.0,0.0,0.0,15.0,20.0,0.0,108.0,Q,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNVVRVEZPVkVFeVRtYzlQUT09&locationName=_____________________)
827,HKM7222,NY,OMS,8605056897,11/03/2017,01:35P,INSP. STICKER-EXPIRED/MISSING,,65.0,0.0,0.0,0.0,65.0,0.0,114.0,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNVVRVEZPYW1jMVRuYzlQUT09&locationName=_____________________)
828,T526764C,NY,OMT,8605107236,11/20/2017,10:30A,EXPIRED MUNI METER,,35.0,0.0,0.0,35.0,0.0,0.0,115.0,Q,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNVVSWGRPZWtsNlRtYzlQUT09&locationName=_____________________)
829,67677JV,NY,COM,8605154640,10/26/2017,01:07P,FAIL TO DSPLY MUNI METER RECPT,,35.0,0.0,0.0,15.0,20.0,0.0,110.0,Q,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNVVSVEZPUkZrd1RVRTlQUT09&locationName=_____________________)
830,5KJS204,CA,PAS,8605159595,11/15/2017,01:32P,FIRE HYDRANT,,115.0,0.0,0.0,0.0,115.0,0.0,115.0,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNVVSVEZQVkZVMVRsRTlQUT09&locationName=_____________________)
831,44464MK,NY,COM,8605201939,10/13/2017,01:01P,FIRE HYDRANT,,115.0,0.0,0.0,10.0,105.0,0.0,48.0,BX,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNVVTWGROVkd0NlQxRTlQUT09&locationName=_____________________)
832,2RR664,OK,PAS,8605202063,10/13/2017,06:00P,NO STANDING-DAY/TIME LIMITS,,115.0,10.0,0.0,125.0,0.0,0.0,48.0,BX,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNVVTWGROYWtFeVRYYzlQUT09&locationName=_____________________)
833,2RR664,OK,PAS,8605202075,10/13/2017,06:01P,PLTFRM LFTS LWRD POS COMM VEH,,45.0,10.0,0.0,55.0,0.0,0.0,48.0,BX,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNVVTWGROYWtFelRsRTlQUT09&locationName=_____________________)
834,AHF7393,NY,PAS,8605205295,11/02/2017,12:29P,REG. STICKER-EXPIRED/MISSING,,65.0,0.0,0.0,0.0,65.0,0.0,50.0,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNVVTWGRPVkVrMVRsRTlQUT09&locationName=_____________________)
835,EXC7285,NY,PAS,7423435673,03/23/2010,,,,,,,,,,,,,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wUmVVMTZVWHBPVkZrelRYYzlQUT09&locationName=_____________________)
836,2240651,IN,PAS,8478956384,01/19/2017,10:50A,DOUBLE PARKING-MIDTOWN COMML,,115.0,0.0,0.0,0.0,115.0,0.0,14.0,NY,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk0wOUVhekZPYWswMFRrRTlQUT09&locationName=_____________________)
837,ML2235,NY,SPO,8538512742,05/08/2017,11:20A,REG. STICKER-EXPIRED/MISSING,,65.0,10.0,0.0,0.0,75.0,0.0,90.0,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVrOUVWWGhOYW1Nd1RXYzlQUT09&locationName=_____________________)
838,GBU4627,NY,PAS,8564501995,05/16/2017,06:07P,EXPIRED MUNI METER,,35.0,10.0,0.0,45.0,0.0,0.0,101.0,Q,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rNUVWWGROVkdzMVRsRTlQUT09&locationName=_____________________)
839,AYX1614,NY,PAS,4677961372,02/05/2020,11:21A,PHTO SCHOOL ZN SPEED VIOLATION,,50.0,0.0,0.0,0.0,50.0,0.0,0.0,BX,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk0wNTZhekpOVkUwelRXYzlQUT09&locationName=_____________________)
